      20
   0.10000    1.11997    0.11052
   0.20000    1.21064    0.12214
   0.30000    1.57588    0.13499
   0.40000    1.60127    0.14918
   0.50000    1.81319    0.16487
   0.60000    1.58934    0.18221
   0.70000    1.53111    0.20138
   0.80000    2.07436    0.22255
   0.90000    2.44999    0.24596
   1.00000    2.96118    0.27183
   1.10000    2.99886    0.30042
   1.20000    2.88964    0.33201
   1.30000    3.42419    0.36693
   1.40000    4.12889    0.40552
   1.50000    4.85414    0.44817
   1.60000    4.68148    0.49530
   1.70000    5.12469    0.54739
   1.80000    6.05394    0.60496
   1.90000    6.23804    0.66859
   2.00000    6.77742    0.73891
